ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A3HGF_061_Line_Y_500m,MOD17A3HGF_061_Sample_X_500m,MOD17A3HGF_061_Npp_500m,MOD17A3HGF_061_Npp_QC_500m,MOD17A3HGF_061_Npp_QC_500m_bitmask,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer_Description
DELA,32.54172,-87.80389,2008-01-01,h10v05,1789.0,1435.0,0.2987,11.0,0b00001011,0b0,Continuous
DELA,32.54172,-87.80389,2009-01-01,h10v05,1789.0,1435.0,0.4042,16.0,0b00010000,0b0,Continuous
DELA,32.54172,-87.80389,2010-01-01,h10v05,1789.0,1435.0,0.2126,4.0,0b00000100,0b0,Continuous
DELA,32.54172,-87.80389,2011-01-01,h10v05,1789.0,1435.0,0.0669,7.0,0b00000111,0b0,Continuous
DELA,32.54172,-87.80389,2012-01-01,h10v05,1789.0,1435.0,0.3048,7.0,0b00000111,0b0,Continuous
DELA,32.54172,-87.80389,2013-01-01,h10v05,1789.0,1435.0,0.526,27.0,0b00011011,0b0,Continuous
DELA,32.54172,-87.80389,2014-01-01,h10v05,1789.0,1435.0,0.4219,15.0,0b00001111,0b0,Continuous
DELA,32.54172,-87.80389,2015-01-01,h10v05,1789.0,1435.0,0.2202,13.0,0b00001101,0b0,Continuous
DELA,32.54172,-87.80389,2016-01-01,h10v05,1789.0,1435.0,0.0909,14.0,0b00001110,0b0,Continuous
DELA,32.54172,-87.80389,2017-01-01,h10v05,1789.0,1435.0,0.4784,9.0,0b00001001,0b0,Continuous
DELA,32.54172,-87.80389,2018-01-01,h10v05,1789.0,1435.0,0.3934,17.0,0b00010001,0b0,Continuous
DELA,32.54172,-87.80389,2020-01-01,h10v05,1789.0,1435.0,0.5168,9.0,0b00001001,0b0,Continuous
DELA,32.54172,-87.80389,2021-01-01,h10v05,1789.0,1435.0,0.6013,11.0,0b00001011,0b0,Continuous
DELA,32.54172,-87.80389,2022-01-01,h10v05,1789.0,1435.0,0.4814,13.0,0b00001101,0b0,Continuous
DELA,32.54172,-87.80389,2023-01-01,h10v05,1789.0,1435.0,0.4731,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2003-01-01,h10v06,449.0,1963.0,0.7647,22.0,0b00010110,0b0,Continuous
DSNY,28.12504,-81.4362,2004-01-01,h10v06,449.0,1963.0,0.7504,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2005-01-01,h10v06,449.0,1963.0,0.8272,16.0,0b00010000,0b0,Continuous
DSNY,28.12504,-81.4362,2006-01-01,h10v06,449.0,1963.0,0.7053,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2007-01-01,h10v06,449.0,1963.0,0.7343,7.0,0b00000111,0b0,Continuous
DSNY,28.12504,-81.4362,2008-01-01,h10v06,449.0,1963.0,0.8541,20.0,0b00010100,0b0,Continuous
DSNY,28.12504,-81.4362,2009-01-01,h10v06,449.0,1963.0,0.7144,20.0,0b00010100,0b0,Continuous
DSNY,28.12504,-81.4362,2010-01-01,h10v06,449.0,1963.0,0.6964,14.0,0b00001110,0b0,Continuous
DSNY,28.12504,-81.4362,2011-01-01,h10v06,449.0,1963.0,0.6891,14.0,0b00001110,0b0,Continuous
DSNY,28.12504,-81.4362,2012-01-01,h10v06,449.0,1963.0,0.7301,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2013-01-01,h10v06,449.0,1963.0,0.8145,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2014-01-01,h10v06,449.0,1963.0,0.7715,14.0,0b00001110,0b0,Continuous
DSNY,28.12504,-81.4362,2015-01-01,h10v06,449.0,1963.0,0.7524,17.0,0b00010001,0b0,Continuous
DSNY,28.12504,-81.4362,2016-01-01,h10v06,449.0,1963.0,0.8378,7.0,0b00000111,0b0,Continuous
DSNY,28.12504,-81.4362,2017-01-01,h10v06,449.0,1963.0,0.8398,11.0,0b00001011,0b0,Continuous
DSNY,28.12504,-81.4362,2018-01-01,h10v06,449.0,1963.0,0.7908,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2019-01-01,h10v06,449.0,1963.0,0.817,16.0,0b00010000,0b0,Continuous
DSNY,28.12504,-81.4362,2020-01-01,h10v06,449.0,1963.0,0.7521,20.0,0b00010100,0b0,Continuous
DSNY,28.12504,-81.4362,2021-01-01,h10v06,449.0,1963.0,0.8634,9.0,0b00001001,0b0,Continuous
DSNY,28.12504,-81.4362,2022-01-01,h10v06,449.0,1963.0,0.8764,18.0,0b00010010,0b0,Continuous
DSNY,28.12504,-81.4362,2023-01-01,h10v06,449.0,1963.0,0.9319,11.0,0b00001011,0b0,Continuous
GRSM,35.68896,-83.50195,2003-01-01,h11v05,1034.0,523.0,0.8372,23.0,0b00010111,0b0,Continuous
GRSM,35.68896,-83.50195,2004-01-01,h11v05,1034.0,523.0,0.7295,36.0,0b00100100,0b0,Continuous
GRSM,35.68896,-83.50195,2005-01-01,h11v05,1034.0,523.0,0.5979,27.0,0b00011011,0b0,Continuous
GRSM,35.68896,-83.50195,2006-01-01,h11v05,1034.0,523.0,0.5153,33.0,0b00100001,0b0,Continuous
GRSM,35.68896,-83.50195,2007-01-01,h11v05,1034.0,523.0,0.2736,23.0,0b00010111,0b0,Continuous
GRSM,35.68896,-83.50195,2008-01-01,h11v05,1034.0,523.0,0.5976,18.0,0b00010010,0b0,Continuous
GRSM,35.68896,-83.50195,2009-01-01,h11v05,1034.0,523.0,0.7233,40.0,0b00101000,0b0,Continuous
GRSM,35.68896,-83.50195,2010-01-01,h11v05,1034.0,523.0,0.5243,26.0,0b00011010,0b0,Continuous
GRSM,35.68896,-83.50195,2011-01-01,h11v05,1034.0,523.0,0.5031,16.0,0b00010000,0b0,Continuous
GRSM,35.68896,-83.50195,2012-01-01,h11v05,1034.0,523.0,0.5935,21.0,0b00010101,0b0,Continuous
GRSM,35.68896,-83.50195,2013-01-01,h11v05,1034.0,523.0,0.8019,27.0,0b00011011,0b0,Continuous
GRSM,35.68896,-83.50195,2014-01-01,h11v05,1034.0,523.0,0.704,25.0,0b00011001,0b0,Continuous
GRSM,35.68896,-83.50195,2015-01-01,h11v05,1034.0,523.0,0.6933,37.0,0b00100101,0b0,Continuous
GRSM,35.68896,-83.50195,2016-01-01,h11v05,1034.0,523.0,0.5186,27.0,0b00011011,0b0,Continuous
GRSM,35.68896,-83.50195,2017-01-01,h11v05,1034.0,523.0,0.6798,7.0,0b00000111,0b0,Continuous
GRSM,35.68896,-83.50195,2018-01-01,h11v05,1034.0,523.0,0.6332,22.0,0b00010110,0b0,Continuous
GRSM,35.68896,-83.50195,2019-01-01,h11v05,1034.0,523.0,0.6358,18.0,0b00010010,0b0,Continuous
GRSM,35.68896,-83.50195,2020-01-01,h11v05,1034.0,523.0,0.7194,29.0,0b00011101,0b0,Continuous
GRSM,35.68896,-83.50195,2021-01-01,h11v05,1034.0,523.0,0.7777,28.0,0b00011100,0b0,Continuous
GRSM,35.68896,-83.50195,2022-01-01,h11v05,1034.0,523.0,0.77,38.0,0b00100110,0b0,Continuous
GRSM,35.68896,-83.50195,2023-01-01,h11v05,1034.0,523.0,0.856,25.0,0b00011001,0b0,Continuous
GUAN,17.96955,-66.8687,2003-01-01,h11v07,487.0,1534.0,1.6258999,11.0,0b00001011,0b0,Continuous
GUAN,17.96955,-66.8687,2004-01-01,h11v07,487.0,1534.0,1.7138,5.0,0b00000101,0b0,Continuous
GUAN,17.96955,-66.8687,2005-01-01,h11v07,487.0,1534.0,1.4886,11.0,0b00001011,0b0,Continuous
GUAN,17.96955,-66.8687,2006-01-01,h11v07,487.0,1534.0,1.6323999,3.0,0b00000011,0b0,Continuous
GUAN,17.96955,-66.8687,2007-01-01,h11v07,487.0,1534.0,1.6019,7.0,0b00000111,0b0,Continuous
GUAN,17.96955,-66.8687,2008-01-01,h11v07,487.0,1534.0,1.6844,3.0,0b00000011,0b0,Continuous
GUAN,17.96955,-66.8687,2009-01-01,h11v07,487.0,1534.0,1.6593,3.0,0b00000011,0b0,Continuous
GUAN,17.96955,-66.8687,2010-01-01,h11v07,487.0,1534.0,1.5015,18.0,0b00010010,0b0,Continuous
GUAN,17.96955,-66.8687,2011-01-01,h11v07,487.0,1534.0,1.5381,14.0,0b00001110,0b0,Continuous
GUAN,17.96955,-66.8687,2012-01-01,h11v07,487.0,1534.0,1.5979999,0.0,0b00000000,0b0,Continuous
GUAN,17.96955,-66.8687,2013-01-01,h11v07,487.0,1534.0,1.5563999,9.0,0b00001001,0b0,Continuous
GUAN,17.96955,-66.8687,2014-01-01,h11v07,487.0,1534.0,1.6335,7.0,0b00000111,0b0,Continuous
GUAN,17.96955,-66.8687,2015-01-01,h11v07,487.0,1534.0,1.5913,9.0,0b00001001,0b0,Continuous
GUAN,17.96955,-66.8687,2016-01-01,h11v07,487.0,1534.0,1.5308,14.0,0b00001110,0b0,Continuous
GUAN,17.96955,-66.8687,2017-01-01,h11v07,487.0,1534.0,1.6372,3.0,0b00000011,0b0,Continuous
GUAN,17.96955,-66.8687,2018-01-01,h11v07,487.0,1534.0,1.7204,5.0,0b00000101,0b0,Continuous
GUAN,17.96955,-66.8687,2019-01-01,h11v07,487.0,1534.0,1.6564,3.0,0b00000011,0b0,Continuous
GUAN,17.96955,-66.8687,2020-01-01,h11v07,487.0,1534.0,1.6159999,3.0,0b00000011,0b0,Continuous
GUAN,17.96955,-66.8687,2021-01-01,h11v07,487.0,1534.0,1.6336,5.0,0b00000101,0b0,Continuous
GUAN,17.96955,-66.8687,2022-01-01,h11v07,487.0,1534.0,1.6468999,5.0,0b00000101,0b0,Continuous
GUAN,17.96955,-66.8687,2023-01-01,h11v07,487.0,1534.0,1.5546,11.0,0b00001011,0b0,Continuous
HARV,42.5369,-72.17266,2003-01-01,h12v04,1791.0,1636.0,0.6547,38.0,0b00100110,0b0,Continuous
HARV,42.5369,-72.17266,2004-01-01,h12v04,1791.0,1636.0,0.7506,32.0,0b00100000,0b0,Continuous
HARV,42.5369,-72.17266,2005-01-01,h12v04,1791.0,1636.0,0.6151,42.0,0b00101010,0b0,Continuous
HARV,42.5369,-72.17266,2006-01-01,h12v04,1791.0,1636.0,0.7081,25.0,0b00011001,0b0,Continuous
HARV,42.5369,-72.17266,2007-01-01,h12v04,1791.0,1636.0,0.6993,33.0,0b00100001,0b0,Continuous
HARV,42.5369,-72.17266,2008-01-01,h12v04,1791.0,1636.0,0.6651,27.0,0b00011011,0b0,Continuous
HARV,42.5369,-72.17266,2009-01-01,h12v04,1791.0,1636.0,0.7481,36.0,0b00100100,0b0,Continuous
HARV,42.5369,-72.17266,2010-01-01,h12v04,1791.0,1636.0,0.671,25.0,0b00011001,0b0,Continuous
HARV,42.5369,-72.17266,2011-01-01,h12v04,1791.0,1636.0,0.6848,25.0,0b00011001,0b0,Continuous
HARV,42.5369,-72.17266,2012-01-01,h12v04,1791.0,1636.0,0.7105,26.0,0b00011010,0b0,Continuous
HARV,42.5369,-72.17266,2013-01-01,h12v04,1791.0,1636.0,0.7218,31.0,0b00011111,0b0,Continuous
HARV,42.5369,-72.17266,2014-01-01,h12v04,1791.0,1636.0,0.6935,27.0,0b00011011,0b0,Continuous
HARV,42.5369,-72.17266,2015-01-01,h12v04,1791.0,1636.0,0.6593,32.0,0b00100000,0b0,Continuous
HARV,42.5369,-72.17266,2016-01-01,h12v04,1791.0,1636.0,0.5974,32.0,0b00100000,0b0,Continuous
HARV,42.5369,-72.17266,2017-01-01,h12v04,1791.0,1636.0,0.6958,36.0,0b00100100,0b0,Continuous
HARV,42.5369,-72.17266,2018-01-01,h12v04,1791.0,1636.0,0.6302,42.0,0b00101010,0b0,Continuous
HARV,42.5369,-72.17266,2019-01-01,h12v04,1791.0,1636.0,0.7225,20.0,0b00010100,0b0,Continuous
HARV,42.5369,-72.17266,2020-01-01,h12v04,1791.0,1636.0,0.619,28.0,0b00011100,0b0,Continuous
HARV,42.5369,-72.17266,2021-01-01,h12v04,1791.0,1636.0,0.7142,22.0,0b00010110,0b0,Continuous
HARV,42.5369,-72.17266,2022-01-01,h12v04,1791.0,1636.0,0.6682,34.0,0b00100010,0b0,Continuous
HARV,42.5369,-72.17266,2023-01-01,h12v04,1791.0,1636.0,0.7231,44.0,0b00101100,0b0,Continuous
HEAL,63.87569,-149.21334,2003-01-01,h11v02,1469.0,1031.0,0.2878,33.0,0b00100001,0b0,Continuous
HEAL,63.87569,-149.21334,2004-01-01,h11v02,1469.0,1031.0,0.2911,51.0,0b00110011,0b0,Continuous
HEAL,63.87569,-149.21334,2005-01-01,h11v02,1469.0,1031.0,0.329,43.0,0b00101011,0b0,Continuous
HEAL,63.87569,-149.21334,2006-01-01,h11v02,1469.0,1031.0,0.2634,50.0,0b00110010,0b0,Continuous
HEAL,63.87569,-149.21334,2007-01-01,h11v02,1469.0,1031.0,0.3473,38.0,0b00100110,0b0,Continuous
HEAL,63.87569,-149.21334,2008-01-01,h11v02,1469.0,1031.0,0.2808,39.0,0b00100111,0b0,Continuous
HEAL,63.87569,-149.21334,2009-01-01,h11v02,1469.0,1031.0,0.3258,37.0,0b00100101,0b0,Continuous
HEAL,63.87569,-149.21334,2010-01-01,h11v02,1469.0,1031.0,0.3228,43.0,0b00101011,0b0,Continuous
HEAL,63.87569,-149.21334,2011-01-01,h11v02,1469.0,1031.0,0.253,55.0,0b00110111,0b0,Continuous
HEAL,63.87569,-149.21334,2012-01-01,h11v02,1469.0,1031.0,0.2978,38.0,0b00100110,0b0,Continuous
HEAL,63.87569,-149.21334,2013-01-01,h11v02,1469.0,1031.0,0.3032,59.0,0b00111011,0b0,Continuous
HEAL,63.87569,-149.21334,2014-01-01,h11v02,1469.0,1031.0,0.292,37.0,0b00100101,0b0,Continuous
HEAL,63.87569,-149.21334,2015-01-01,h11v02,1469.0,1031.0,0.3154,46.0,0b00101110,0b0,Continuous
HEAL,63.87569,-149.21334,2016-01-01,h11v02,1469.0,1031.0,0.3012,49.0,0b00110001,0b0,Continuous
HEAL,63.87569,-149.21334,2017-01-01,h11v02,1469.0,1031.0,0.3187,41.0,0b00101001,0b0,Continuous
HEAL,63.87569,-149.21334,2018-01-01,h11v02,1469.0,1031.0,0.2883,48.0,0b00110000,0b0,Continuous
HEAL,63.87569,-149.21334,2020-01-01,h11v02,1469.0,1031.0,0.2815,39.0,0b00100111,0b0,Continuous
HEAL,63.87569,-149.21334,2021-01-01,h11v02,1469.0,1031.0,0.2857,50.0,0b00110010,0b0,Continuous
HEAL,63.87569,-149.21334,2022-01-01,h11v02,1469.0,1031.0,0.2687,45.0,0b00101101,0b0,Continuous
HEAL,63.87569,-149.21334,2023-01-01,h11v02,1469.0,1031.0,0.2634,44.0,0b00101100,0b0,Continuous
JERC,31.19484,-84.46861,2003-01-01,h10v05,2113.0,1858.0,0.9313,16.0,0b00010000,0b0,Continuous
JERC,31.19484,-84.46861,2004-01-01,h10v05,2113.0,1858.0,0.7105,9.0,0b00001001,0b0,Continuous
JERC,31.19484,-84.46861,2005-01-01,h10v05,2113.0,1858.0,0.8746,16.0,0b00010000,0b0,Continuous
JERC,31.19484,-84.46861,2006-01-01,h10v05,2113.0,1858.0,0.5349,16.0,0b00010000,0b0,Continuous
JERC,31.19484,-84.46861,2007-01-01,h10v05,2113.0,1858.0,0.5736,27.0,0b00011011,0b0,Continuous
JERC,31.19484,-84.46861,2008-01-01,h10v05,2113.0,1858.0,0.8029,17.0,0b00010001,0b0,Continuous
JERC,31.19484,-84.46861,2009-01-01,h10v05,2113.0,1858.0,0.8208,25.0,0b00011001,0b0,Continuous
JERC,31.19484,-84.46861,2010-01-01,h10v05,2113.0,1858.0,0.597,7.0,0b00000111,0b0,Continuous
JERC,31.19484,-84.46861,2011-01-01,h10v05,2113.0,1858.0,0.5883,7.0,0b00000111,0b0,Continuous
JERC,31.19484,-84.46861,2012-01-01,h10v05,2113.0,1858.0,0.8275,11.0,0b00001011,0b0,Continuous
JERC,31.19484,-84.46861,2013-01-01,h10v05,2113.0,1858.0,0.9245,14.0,0b00001110,0b0,Continuous
JERC,31.19484,-84.46861,2014-01-01,h10v05,2113.0,1858.0,0.7592,19.0,0b00010011,0b0,Continuous
JERC,31.19484,-84.46861,2015-01-01,h10v05,2113.0,1858.0,0.5924,9.0,0b00001001,0b0,Continuous
JERC,31.19484,-84.46861,2016-01-01,h10v05,2113.0,1858.0,0.6798,11.0,0b00001011,0b0,Continuous
JERC,31.19484,-84.46861,2017-01-01,h10v05,2113.0,1858.0,0.7765,11.0,0b00001011,0b0,Continuous
JERC,31.19484,-84.46861,2018-01-01,h10v05,2113.0,1858.0,0.758,15.0,0b00001111,0b0,Continuous
JERC,31.19484,-84.46861,2020-01-01,h10v05,2113.0,1858.0,0.8397,18.0,0b00010010,0b0,Continuous
JERC,31.19484,-84.46861,2021-01-01,h10v05,2113.0,1858.0,0.958,18.0,0b00010010,0b0,Continuous
JERC,31.19484,-84.46861,2022-01-01,h10v05,2113.0,1858.0,0.8189,16.0,0b00010000,0b0,Continuous
JERC,31.19484,-84.46861,2023-01-01,h10v05,2113.0,1858.0,0.9482,11.0,0b00001011,0b0,Continuous
JORN,32.59068,-106.84254,2003-01-01,h08v05,1778.0,2395.0,0.0904,17.0,0b00010001,0b0,Continuous
JORN,32.59068,-106.84254,2004-01-01,h08v05,1778.0,2395.0,0.1028,5.0,0b00000101,0b0,Continuous
JORN,32.59068,-106.84254,2005-01-01,h08v05,1778.0,2395.0,0.1215,5.0,0b00000101,0b0,Continuous
JORN,32.59068,-106.84254,2006-01-01,h08v05,1778.0,2395.0,0.1553,7.0,0b00000111,0b0,Continuous
JORN,32.59068,-106.84254,2007-01-01,h08v05,1778.0,2395.0,0.1475,3.0,0b00000011,0b0,Continuous
JORN,32.59068,-106.84254,2008-01-01,h08v05,1778.0,2395.0,0.151,9.0,0b00001001,0b0,Continuous
JORN,32.59068,-106.84254,2009-01-01,h08v05,1778.0,2395.0,0.1069,11.0,0b00001011,0b0,Continuous
JORN,32.59068,-106.84254,2010-01-01,h08v05,1778.0,2395.0,0.1336,9.0,0b00001001,0b0,Continuous
JORN,32.59068,-106.84254,2011-01-01,h08v05,1778.0,2395.0,0.0811,6.0,0b00000110,0b0,Continuous
JORN,32.59068,-106.84254,2012-01-01,h08v05,1778.0,2395.0,0.0876,14.0,0b00001110,0b0,Continuous
JORN,32.59068,-106.84254,2013-01-01,h08v05,1778.0,2395.0,0.1463,11.0,0b00001011,0b0,Continuous
JORN,32.59068,-106.84254,2014-01-01,h08v05,1778.0,2395.0,0.1488,2.0,0b00000010,0b0,Continuous
JORN,32.59068,-106.84254,2015-01-01,h08v05,1778.0,2395.0,0.1023,22.0,0b00010110,0b0,Continuous
JORN,32.59068,-106.84254,2016-01-01,h08v05,1778.0,2395.0,0.136,7.0,0b00000111,0b0,Continuous
JORN,32.59068,-106.84254,2017-01-01,h08v05,1778.0,2395.0,0.1347,17.0,0b00010001,0b0,Continuous
JORN,32.59068,-106.84254,2018-01-01,h08v05,1778.0,2395.0,0.0838,15.0,0b00001111,0b0,Continuous
JORN,32.59068,-106.84254,2019-01-01,h08v05,1778.0,2395.0,0.1092,16.0,0b00010000,0b0,Continuous
JORN,32.59068,-106.84254,2020-01-01,h08v05,1778.0,2395.0,0.0844,7.0,0b00000111,0b0,Continuous
JORN,32.59068,-106.84254,2021-01-01,h08v05,1778.0,2395.0,0.1332,7.0,0b00000111,0b0,Continuous
JORN,32.59068,-106.84254,2022-01-01,h08v05,1778.0,2395.0,0.1074,17.0,0b00010001,0b0,Continuous
JORN,32.59068,-106.84254,2023-01-01,h08v05,1778.0,2395.0,0.0756,17.0,0b00010001,0b0,Continuous
KONA,39.11044,-96.61295,2003-01-01,h10v05,213.0,1208.0,0.427,14.0,0b00001110,0b0,Continuous
KONA,39.11044,-96.61295,2004-01-01,h10v05,213.0,1208.0,0.518,12.0,0b00001100,0b0,Continuous
KONA,39.11044,-96.61295,2005-01-01,h10v05,213.0,1208.0,0.4567,23.0,0b00010111,0b0,Continuous
KONA,39.11044,-96.61295,2006-01-01,h10v05,213.0,1208.0,0.3877,19.0,0b00010011,0b0,Continuous
KONA,39.11044,-96.61295,2007-01-01,h10v05,213.0,1208.0,0.559,33.0,0b00100001,0b0,Continuous
KONA,39.11044,-96.61295,2008-01-01,h10v05,213.0,1208.0,0.5,28.0,0b00011100,0b0,Continuous
KONA,39.11044,-96.61295,2009-01-01,h10v05,213.0,1208.0,0.4509,26.0,0b00011010,0b0,Continuous
KONA,39.11044,-96.61295,2010-01-01,h10v05,213.0,1208.0,0.4902,27.0,0b00011011,0b0,Continuous
KONA,39.11044,-96.61295,2011-01-01,h10v05,213.0,1208.0,0.1632,29.0,0b00011101,0b0,Continuous
KONA,39.11044,-96.61295,2012-01-01,h10v05,213.0,1208.0,0.2934,19.0,0b00010011,0b0,Continuous
KONA,39.11044,-96.61295,2013-01-01,h10v05,213.0,1208.0,0.3872,31.0,0b00011111,0b0,Continuous
KONA,39.11044,-96.61295,2014-01-01,h10v05,213.0,1208.0,0.4003,28.0,0b00011100,0b0,Continuous
KONA,39.11044,-96.61295,2015-01-01,h10v05,213.0,1208.0,0.4139,22.0,0b00010110,0b0,Continuous
KONA,39.11044,-96.61295,2016-01-01,h10v05,213.0,1208.0,0.4516,21.0,0b00010101,0b0,Continuous
KONA,39.11044,-96.61295,2017-01-01,h10v05,213.0,1208.0,0.479,23.0,0b00010111,0b0,Continuous
KONA,39.11044,-96.61295,2018-01-01,h10v05,213.0,1208.0,0.2674,19.0,0b00010011,0b0,Continuous
KONA,39.11044,-96.61295,2020-01-01,h10v05,213.0,1208.0,0.4792,19.0,0b00010011,0b0,Continuous
KONA,39.11044,-96.61295,2021-01-01,h10v05,213.0,1208.0,0.4554,27.0,0b00011011,0b0,Continuous
KONA,39.11044,-96.61295,2022-01-01,h10v05,213.0,1208.0,0.3544,34.0,0b00100010,0b0,Continuous
KONA,39.11044,-96.61295,2023-01-01,h10v05,213.0,1208.0,0.3159,30.0,0b00011110,0b0,Continuous
KONZ,39.10077,-96.56309,2003-01-01,h10v05,215.0,1215.0,0.3705,15.0,0b00001111,0b0,Continuous
KONZ,39.10077,-96.56309,2004-01-01,h10v05,215.0,1215.0,0.5375,19.0,0b00010011,0b0,Continuous
KONZ,39.10077,-96.56309,2005-01-01,h10v05,215.0,1215.0,0.4041,19.0,0b00010011,0b0,Continuous
KONZ,39.10077,-96.56309,2006-01-01,h10v05,215.0,1215.0,0.357,13.0,0b00001101,0b0,Continuous
KONZ,39.10077,-96.56309,2007-01-01,h10v05,215.0,1215.0,0.5006,34.0,0b00100010,0b0,Continuous
KONZ,39.10077,-96.56309,2008-01-01,h10v05,215.0,1215.0,0.487,24.0,0b00011000,0b0,Continuous
KONZ,39.10077,-96.56309,2009-01-01,h10v05,215.0,1215.0,0.4096,19.0,0b00010011,0b0,Continuous
KONZ,39.10077,-96.56309,2010-01-01,h10v05,215.0,1215.0,0.4146,21.0,0b00010101,0b0,Continuous
KONZ,39.10077,-96.56309,2011-01-01,h10v05,215.0,1215.0,0.1961,18.0,0b00010010,0b0,Continuous
KONZ,39.10077,-96.56309,2012-01-01,h10v05,215.0,1215.0,0.312,17.0,0b00010001,0b0,Continuous
KONZ,39.10077,-96.56309,2013-01-01,h10v05,215.0,1215.0,0.3854,22.0,0b00010110,0b0,Continuous
KONZ,39.10077,-96.56309,2014-01-01,h10v05,215.0,1215.0,0.4087,28.0,0b00011100,0b0,Continuous
KONZ,39.10077,-96.56309,2015-01-01,h10v05,215.0,1215.0,0.3925,16.0,0b00010000,0b0,Continuous
KONZ,39.10077,-96.56309,2016-01-01,h10v05,215.0,1215.0,0.4659,28.0,0b00011100,0b0,Continuous
KONZ,39.10077,-96.56309,2017-01-01,h10v05,215.0,1215.0,0.4459,10.0,0b00001010,0b0,Continuous
KONZ,39.10077,-96.56309,2018-01-01,h10v05,215.0,1215.0,0.271,16.0,0b00010000,0b0,Continuous
