ID,Latitude,Longitude,Date,MODIS_Tile,MOD17A3HGF_061_Line_Y_500m,MOD17A3HGF_061_Sample_X_500m,MOD17A3HGF_061_Npp_500m,MOD17A3HGF_061_Npp_QC_500m,MOD17A3HGF_061_Npp_QC_500m_bitmask,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer,MOD17A3HGF_061_Npp_QC_500m_ContinuousLayer_Description
STER,40.4619,-103.0293,2014-01-01,h10v04,2289.0,386.0,0.3298,11.0,0b00001011,0b0,Continuous
STER,40.4619,-103.0293,2015-01-01,h10v04,2289.0,386.0,0.2626,18.0,0b00010010,0b0,Continuous
STER,40.4619,-103.0293,2016-01-01,h10v04,2289.0,386.0,0.3126,15.0,0b00001111,0b0,Continuous
STER,40.4619,-103.0293,2017-01-01,h10v04,2289.0,386.0,0.2441,5.0,0b00000101,0b0,Continuous
STER,40.4619,-103.0293,2018-01-01,h10v04,2289.0,386.0,0.3041,9.0,0b00001001,0b0,Continuous
STER,40.4619,-103.0293,2019-01-01,h10v04,2289.0,386.0,0.2768,22.0,0b00010110,0b0,Continuous
STER,40.4619,-103.0293,2020-01-01,h10v04,2289.0,386.0,0.2016,9.0,0b00001001,0b0,Continuous
STER,40.4619,-103.0293,2021-01-01,h10v04,2289.0,386.0,0.2683,10.0,0b00001010,0b0,Continuous
STER,40.4619,-103.0293,2022-01-01,h10v04,2289.0,386.0,0.1953,22.0,0b00010110,0b0,Continuous
STER,40.4619,-103.0293,2023-01-01,h10v04,2289.0,386.0,0.3331,27.0,0b00011011,0b0,Continuous
TALL,32.95046,-87.39327,2003-01-01,h10v05,1691.0,1599.0,0.8063,27.0,0b00011011,0b0,Continuous
TALL,32.95046,-87.39327,2004-01-01,h10v05,1691.0,1599.0,0.7351,35.0,0b00100011,0b0,Continuous
TALL,32.95046,-87.39327,2005-01-01,h10v05,1691.0,1599.0,0.6376,38.0,0b00100110,0b0,Continuous
TALL,32.95046,-87.39327,2006-01-01,h10v05,1691.0,1599.0,0.3255,29.0,0b00011101,0b0,Continuous
TALL,32.95046,-87.39327,2007-01-01,h10v05,1691.0,1599.0,0.2797,27.0,0b00011011,0b0,Continuous
TALL,32.95046,-87.39327,2008-01-01,h10v05,1691.0,1599.0,0.5395,9.0,0b00001001,0b0,Continuous
TALL,32.95046,-87.39327,2009-01-01,h10v05,1691.0,1599.0,0.682,29.0,0b00011101,0b0,Continuous
TALL,32.95046,-87.39327,2010-01-01,h10v05,1691.0,1599.0,0.4657,18.0,0b00010010,0b0,Continuous
TALL,32.95046,-87.39327,2011-01-01,h10v05,1691.0,1599.0,0.2408,20.0,0b00010100,0b0,Continuous
TALL,32.95046,-87.39327,2012-01-01,h10v05,1691.0,1599.0,0.4965,25.0,0b00011001,0b0,Continuous
TALL,32.95046,-87.39327,2013-01-01,h10v05,1691.0,1599.0,0.6699,35.0,0b00100011,0b0,Continuous
TALL,32.95046,-87.39327,2014-01-01,h10v05,1691.0,1599.0,0.6546,20.0,0b00010100,0b0,Continuous
TALL,32.95046,-87.39327,2015-01-01,h10v05,1691.0,1599.0,0.5436,18.0,0b00010010,0b0,Continuous
TALL,32.95046,-87.39327,2016-01-01,h10v05,1691.0,1599.0,0.2818,22.0,0b00010110,0b0,Continuous
TALL,32.95046,-87.39327,2017-01-01,h10v05,1691.0,1599.0,0.6966,18.0,0b00010010,0b0,Continuous
TALL,32.95046,-87.39327,2018-01-01,h10v05,1691.0,1599.0,0.507,31.0,0b00011111,0b0,Continuous
TALL,32.95046,-87.39327,2020-01-01,h10v05,1691.0,1599.0,0.7603,20.0,0b00010100,0b0,Continuous
TALL,32.95046,-87.39327,2021-01-01,h10v05,1691.0,1599.0,0.76,33.0,0b00100001,0b0,Continuous
TALL,32.95046,-87.39327,2022-01-01,h10v05,1691.0,1599.0,0.6323,27.0,0b00011011,0b0,Continuous
TALL,32.95046,-87.39327,2023-01-01,h10v05,1691.0,1599.0,0.6347,20.0,0b00010100,0b0,Continuous
TEAK,37.00583,-119.00602,2003-01-01,h08v05,718.0,1191.0,0.5445,18.0,0b00010010,0b0,Continuous
TEAK,37.00583,-119.00602,2004-01-01,h08v05,718.0,1191.0,0.6025,15.0,0b00001111,0b0,Continuous
TEAK,37.00583,-119.00602,2005-01-01,h08v05,718.0,1191.0,0.5884,20.0,0b00010100,0b0,Continuous
TEAK,37.00583,-119.00602,2006-01-01,h08v05,718.0,1191.0,0.5556,24.0,0b00011000,0b0,Continuous
TEAK,37.00583,-119.00602,2007-01-01,h08v05,718.0,1191.0,0.6259,10.0,0b00001010,0b0,Continuous
TEAK,37.00583,-119.00602,2008-01-01,h08v05,718.0,1191.0,0.5143,11.0,0b00001011,0b0,Continuous
TEAK,37.00583,-119.00602,2009-01-01,h08v05,718.0,1191.0,0.5913,15.0,0b00001111,0b0,Continuous
TEAK,37.00583,-119.00602,2010-01-01,h08v05,718.0,1191.0,0.5365,30.0,0b00011110,0b0,Continuous
TEAK,37.00583,-119.00602,2011-01-01,h08v05,718.0,1191.0,0.5534,27.0,0b00011011,0b0,Continuous
TEAK,37.00583,-119.00602,2012-01-01,h08v05,718.0,1191.0,0.6186,8.0,0b00001000,0b0,Continuous
TEAK,37.00583,-119.00602,2013-01-01,h08v05,718.0,1191.0,0.7253,7.0,0b00000111,0b0,Continuous
TEAK,37.00583,-119.00602,2014-01-01,h08v05,718.0,1191.0,0.7086,9.0,0b00001001,0b0,Continuous
TEAK,37.00583,-119.00602,2015-01-01,h08v05,718.0,1191.0,0.7492,8.0,0b00001000,0b0,Continuous
TEAK,37.00583,-119.00602,2016-01-01,h08v05,718.0,1191.0,0.6054,17.0,0b00010001,0b0,Continuous
TEAK,37.00583,-119.00602,2017-01-01,h08v05,718.0,1191.0,0.5677,12.0,0b00001100,0b0,Continuous
TEAK,37.00583,-119.00602,2018-01-01,h08v05,718.0,1191.0,0.6248,8.0,0b00001000,0b0,Continuous
TEAK,37.00583,-119.00602,2019-01-01,h08v05,718.0,1191.0,0.6087,25.0,0b00011001,0b0,Continuous
TEAK,37.00583,-119.00602,2020-01-01,h08v05,718.0,1191.0,0.5241,16.0,0b00010000,0b0,Continuous
TEAK,37.00583,-119.00602,2021-01-01,h08v05,718.0,1191.0,0.5835,14.0,0b00001110,0b0,Continuous
TEAK,37.00583,-119.00602,2022-01-01,h08v05,718.0,1191.0,0.6066,11.0,0b00001011,0b0,Continuous
TEAK,37.00583,-119.00602,2023-01-01,h08v05,718.0,1191.0,0.5897,33.0,0b00100001,0b0,Continuous
TOOL,68.66109,-149.37047,2003-01-01,h12v02,321.0,1355.0,0.1564,44.0,0b00101100,0b0,Continuous
TOOL,68.66109,-149.37047,2004-01-01,h12v02,321.0,1355.0,0.2373,36.0,0b00100100,0b0,Continuous
TOOL,68.66109,-149.37047,2005-01-01,h12v02,321.0,1355.0,0.2274,20.0,0b00010100,0b0,Continuous
TOOL,68.66109,-149.37047,2006-01-01,h12v02,321.0,1355.0,0.1696,43.0,0b00101011,0b0,Continuous
TOOL,68.66109,-149.37047,2007-01-01,h12v02,321.0,1355.0,0.2738,19.0,0b00010011,0b0,Continuous
TOOL,68.66109,-149.37047,2008-01-01,h12v02,321.0,1355.0,0.1922,37.0,0b00100101,0b0,Continuous
TOOL,68.66109,-149.37047,2009-01-01,h12v02,321.0,1355.0,0.195,55.0,0b00110111,0b0,Continuous
TOOL,68.66109,-149.37047,2010-01-01,h12v02,321.0,1355.0,0.235,31.0,0b00011111,0b0,Continuous
TOOL,68.66109,-149.37047,2011-01-01,h12v02,321.0,1355.0,0.2125,19.0,0b00010011,0b0,Continuous
TOOL,68.66109,-149.37047,2012-01-01,h12v02,321.0,1355.0,0.2133,32.0,0b00100000,0b0,Continuous
TOOL,68.66109,-149.37047,2013-01-01,h12v02,321.0,1355.0,0.1916,36.0,0b00100100,0b0,Continuous
TOOL,68.66109,-149.37047,2014-01-01,h12v02,321.0,1355.0,0.1469,55.0,0b00110111,0b0,Continuous
TOOL,68.66109,-149.37047,2015-01-01,h12v02,321.0,1355.0,0.207,63.0,0b00111111,0b0,Continuous
TOOL,68.66109,-149.37047,2016-01-01,h12v02,321.0,1355.0,0.2001,49.0,0b00110001,0b0,Continuous
TOOL,68.66109,-149.37047,2017-01-01,h12v02,321.0,1355.0,0.2102,55.0,0b00110111,0b0,Continuous
TOOL,68.66109,-149.37047,2018-01-01,h12v02,321.0,1355.0,0.1313,51.0,0b00110011,0b0,Continuous
TOOL,68.66109,-149.37047,2019-01-01,h12v02,321.0,1355.0,0.213,38.0,0b00100110,0b0,Continuous
TOOL,68.66109,-149.37047,2020-01-01,h12v02,321.0,1355.0,0.2052,28.0,0b00011100,0b0,Continuous
TOOL,68.66109,-149.37047,2021-01-01,h12v02,321.0,1355.0,0.1841,29.0,0b00011101,0b0,Continuous
TOOL,68.66109,-149.37047,2022-01-01,h12v02,321.0,1355.0,0.1814,33.0,0b00100001,0b0,Continuous
TOOL,68.66109,-149.37047,2023-01-01,h12v02,321.0,1355.0,0.1869,43.0,0b00101011,0b0,Continuous
TREE,45.49369,-89.58571,2003-01-01,h11v04,1081.0,1728.0,0.6551,30.0,0b00011110,0b0,Continuous
TREE,45.49369,-89.58571,2004-01-01,h11v04,1081.0,1728.0,0.7015,28.0,0b00011100,0b0,Continuous
TREE,45.49369,-89.58571,2005-01-01,h11v04,1081.0,1728.0,0.731,28.0,0b00011100,0b0,Continuous
TREE,45.49369,-89.58571,2006-01-01,h11v04,1081.0,1728.0,0.6628,25.0,0b00011001,0b0,Continuous
TREE,45.49369,-89.58571,2007-01-01,h11v04,1081.0,1728.0,0.7057,15.0,0b00001111,0b0,Continuous
TREE,45.49369,-89.58571,2008-01-01,h11v04,1081.0,1728.0,0.7276,26.0,0b00011010,0b0,Continuous
TREE,45.49369,-89.58571,2009-01-01,h11v04,1081.0,1728.0,0.755,22.0,0b00010110,0b0,Continuous
TREE,45.49369,-89.58571,2010-01-01,h11v04,1081.0,1728.0,0.7527,17.0,0b00010001,0b0,Continuous
TREE,45.49369,-89.58571,2011-01-01,h11v04,1081.0,1728.0,0.6803,33.0,0b00100001,0b0,Continuous
TREE,45.49369,-89.58571,2012-01-01,h11v04,1081.0,1728.0,0.6926,20.0,0b00010100,0b0,Continuous
TREE,45.49369,-89.58571,2013-01-01,h11v04,1081.0,1728.0,0.6664,21.0,0b00010101,0b0,Continuous
TREE,45.49369,-89.58571,2014-01-01,h11v04,1081.0,1728.0,0.6295,39.0,0b00100111,0b0,Continuous
TREE,45.49369,-89.58571,2015-01-01,h11v04,1081.0,1728.0,0.7786,11.0,0b00001011,0b0,Continuous
TREE,45.49369,-89.58571,2016-01-01,h11v04,1081.0,1728.0,0.7782,18.0,0b00010010,0b0,Continuous
TREE,45.49369,-89.58571,2017-01-01,h11v04,1081.0,1728.0,0.7308,11.0,0b00001011,0b0,Continuous
TREE,45.49369,-89.58571,2018-01-01,h11v04,1081.0,1728.0,0.6612,26.0,0b00011010,0b0,Continuous
TREE,45.49369,-89.58571,2019-01-01,h11v04,1081.0,1728.0,0.7016,22.0,0b00010110,0b0,Continuous
TREE,45.49369,-89.58571,2020-01-01,h11v04,1081.0,1728.0,0.6678,21.0,0b00010101,0b0,Continuous
TREE,45.49369,-89.58571,2021-01-01,h11v04,1081.0,1728.0,0.726,21.0,0b00010101,0b0,Continuous
TREE,45.49369,-89.58571,2022-01-01,h11v04,1081.0,1728.0,0.7343,30.0,0b00011110,0b0,Continuous
TREE,45.49369,-89.58571,2023-01-01,h11v04,1081.0,1728.0,0.6838,41.0,0b00101001,0b0,Continuous
UKFS,39.04043,-95.19215,2003-01-01,h10v05,230.0,1455.0,0.4725,13.0,0b00001101,0b0,Continuous
UKFS,39.04043,-95.19215,2004-01-01,h10v05,230.0,1455.0,0.6139,18.0,0b00010010,0b0,Continuous
UKFS,39.04043,-95.19215,2005-01-01,h10v05,230.0,1455.0,0.4312,18.0,0b00010010,0b0,Continuous
UKFS,39.04043,-95.19215,2006-01-01,h10v05,230.0,1455.0,0.3803,11.0,0b00001011,0b0,Continuous
UKFS,39.04043,-95.19215,2007-01-01,h10v05,230.0,1455.0,0.5009,22.0,0b00010110,0b0,Continuous
UKFS,39.04043,-95.19215,2008-01-01,h10v05,230.0,1455.0,0.6187,14.0,0b00001110,0b0,Continuous
UKFS,39.04043,-95.19215,2009-01-01,h10v05,230.0,1455.0,0.5362,10.0,0b00001010,0b0,Continuous
UKFS,39.04043,-95.19215,2010-01-01,h10v05,230.0,1455.0,0.5049,24.0,0b00011000,0b0,Continuous
UKFS,39.04043,-95.19215,2011-01-01,h10v05,230.0,1455.0,0.2157,19.0,0b00010011,0b0,Continuous
UKFS,39.04043,-95.19215,2012-01-01,h10v05,230.0,1455.0,0.3045,8.0,0b00001000,0b0,Continuous
UKFS,39.04043,-95.19215,2013-01-01,h10v05,230.0,1455.0,0.4742,16.0,0b00010000,0b0,Continuous
UKFS,39.04043,-95.19215,2014-01-01,h10v05,230.0,1455.0,0.417,22.0,0b00010110,0b0,Continuous
UKFS,39.04043,-95.19215,2015-01-01,h10v05,230.0,1455.0,0.5374,17.0,0b00010001,0b0,Continuous
UKFS,39.04043,-95.19215,2016-01-01,h10v05,230.0,1455.0,0.5482,12.0,0b00001100,0b0,Continuous
UKFS,39.04043,-95.19215,2017-01-01,h10v05,230.0,1455.0,0.509,21.0,0b00010101,0b0,Continuous
UKFS,39.04043,-95.19215,2018-01-01,h10v05,230.0,1455.0,0.2074,18.0,0b00010010,0b0,Continuous
UKFS,39.04043,-95.19215,2020-01-01,h10v05,230.0,1455.0,0.5768,12.0,0b00001100,0b0,Continuous
UKFS,39.04043,-95.19215,2021-01-01,h10v05,230.0,1455.0,0.5536,18.0,0b00010010,0b0,Continuous
UKFS,39.04043,-95.19215,2022-01-01,h10v05,230.0,1455.0,0.5043,14.0,0b00001110,0b0,Continuous
UKFS,39.04043,-95.19215,2023-01-01,h10v05,230.0,1455.0,0.4737,19.0,0b00010011,0b0,Continuous
UNDE,46.23388,-89.53725,2003-01-01,h11v04,903.0,1935.0,0.6779,38.0,0b00100110,0b0,Continuous
UNDE,46.23388,-89.53725,2004-01-01,h11v04,903.0,1935.0,0.7088,31.0,0b00011111,0b0,Continuous
UNDE,46.23388,-89.53725,2005-01-01,h11v04,903.0,1935.0,0.6894,25.0,0b00011001,0b0,Continuous
UNDE,46.23388,-89.53725,2006-01-01,h11v04,903.0,1935.0,0.6633,26.0,0b00011010,0b0,Continuous
UNDE,46.23388,-89.53725,2007-01-01,h11v04,903.0,1935.0,0.701,26.0,0b00011010,0b0,Continuous
UNDE,46.23388,-89.53725,2008-01-01,h11v04,903.0,1935.0,0.7249,30.0,0b00011110,0b0,Continuous
UNDE,46.23388,-89.53725,2009-01-01,h11v04,903.0,1935.0,0.7031,33.0,0b00100001,0b0,Continuous
UNDE,46.23388,-89.53725,2010-01-01,h11v04,903.0,1935.0,0.7159,15.0,0b00001111,0b0,Continuous
UNDE,46.23388,-89.53725,2011-01-01,h11v04,903.0,1935.0,0.6833,36.0,0b00100100,0b0,Continuous
UNDE,46.23388,-89.53725,2012-01-01,h11v04,903.0,1935.0,0.6819,21.0,0b00010101,0b0,Continuous
UNDE,46.23388,-89.53725,2013-01-01,h11v04,903.0,1935.0,0.619,43.0,0b00101011,0b0,Continuous
UNDE,46.23388,-89.53725,2014-01-01,h11v04,903.0,1935.0,0.664,36.0,0b00100100,0b0,Continuous
UNDE,46.23388,-89.53725,2015-01-01,h11v04,903.0,1935.0,0.722,21.0,0b00010101,0b0,Continuous
UNDE,46.23388,-89.53725,2016-01-01,h11v04,903.0,1935.0,0.7491,21.0,0b00010101,0b0,Continuous
UNDE,46.23388,-89.53725,2017-01-01,h11v04,903.0,1935.0,0.7287,25.0,0b00011001,0b0,Continuous
UNDE,46.23388,-89.53725,2018-01-01,h11v04,903.0,1935.0,0.6748,43.0,0b00101011,0b0,Continuous
UNDE,46.23388,-89.53725,2019-01-01,h11v04,903.0,1935.0,0.7055,31.0,0b00011111,0b0,Continuous
UNDE,46.23388,-89.53725,2020-01-01,h11v04,903.0,1935.0,0.6867,38.0,0b00100110,0b0,Continuous
UNDE,46.23388,-89.53725,2021-01-01,h11v04,903.0,1935.0,0.7158,30.0,0b00011110,0b0,Continuous
UNDE,46.23388,-89.53725,2022-01-01,h11v04,903.0,1935.0,0.7179,35.0,0b00100011,0b0,Continuous
UNDE,46.23388,-89.53725,2023-01-01,h11v04,903.0,1935.0,0.6841,52.0,0b00110100,0b0,Continuous
WOOD,47.12823,-99.24136,2003-01-01,h11v04,689.0,595.0,0.4286,17.0,0b00010001,0b0,Continuous
WOOD,47.12823,-99.24136,2004-01-01,h11v04,689.0,595.0,0.4718,21.0,0b00010101,0b0,Continuous
WOOD,47.12823,-99.24136,2005-01-01,h11v04,689.0,595.0,0.5297,24.0,0b00011000,0b0,Continuous
WOOD,47.12823,-99.24136,2006-01-01,h11v04,689.0,595.0,0.4124,32.0,0b00100000,0b0,Continuous
WOOD,47.12823,-99.24136,2007-01-01,h11v04,689.0,595.0,0.4686,27.0,0b00011011,0b0,Continuous
WOOD,47.12823,-99.24136,2008-01-01,h11v04,689.0,595.0,0.3722,23.0,0b00010111,0b0,Continuous
WOOD,47.12823,-99.24136,2009-01-01,h11v04,689.0,595.0,0.4725,35.0,0b00100011,0b0,Continuous
WOOD,47.12823,-99.24136,2010-01-01,h11v04,689.0,595.0,0.4994,19.0,0b00010011,0b0,Continuous
WOOD,47.12823,-99.24136,2011-01-01,h11v04,689.0,595.0,0.5073,25.0,0b00011001,0b0,Continuous
WOOD,47.12823,-99.24136,2012-01-01,h11v04,689.0,595.0,0.4514,18.0,0b00010010,0b0,Continuous
WOOD,47.12823,-99.24136,2013-01-01,h11v04,689.0,595.0,0.4472,22.0,0b00010110,0b0,Continuous
WOOD,47.12823,-99.24136,2014-01-01,h11v04,689.0,595.0,0.4808,22.0,0b00010110,0b0,Continuous
WOOD,47.12823,-99.24136,2015-01-01,h11v04,689.0,595.0,0.4331,26.0,0b00011010,0b0,Continuous
WOOD,47.12823,-99.24136,2016-01-01,h11v04,689.0,595.0,0.5306,13.0,0b00001101,0b0,Continuous
WOOD,47.12823,-99.24136,2017-01-01,h11v04,689.0,595.0,0.4582,29.0,0b00011101,0b0,Continuous
WOOD,47.12823,-99.24136,2018-01-01,h11v04,689.0,595.0,0.4061,30.0,0b00011110,0b0,Continuous
WOOD,47.12823,-99.24136,2019-01-01,h11v04,689.0,595.0,0.4847,28.0,0b00011100,0b0,Continuous
WOOD,47.12823,-99.24136,2020-01-01,h11v04,689.0,595.0,0.4942,26.0,0b00011010,0b0,Continuous
WOOD,47.12823,-99.24136,2021-01-01,h11v04,689.0,595.0,0.3201,17.0,0b00010001,0b0,Continuous
WOOD,47.12823,-99.24136,2022-01-01,h11v04,689.0,595.0,0.506,29.0,0b00011101,0b0,Continuous
WOOD,47.12823,-99.24136,2023-01-01,h11v04,689.0,595.0,0.4794,30.0,0b00011110,0b0,Continuous
WREF,45.82049,-121.95191,2003-01-01,h09v04,1003.0,1202.0,0.73,34.0,0b00100010,0b0,Continuous
WREF,45.82049,-121.95191,2004-01-01,h09v04,1003.0,1202.0,0.8679,32.0,0b00100000,0b0,Continuous
WREF,45.82049,-121.95191,2005-01-01,h09v04,1003.0,1202.0,0.8623,41.0,0b00101001,0b0,Continuous
WREF,45.82049,-121.95191,2006-01-01,h09v04,1003.0,1202.0,0.7741,44.0,0b00101100,0b0,Continuous
WREF,45.82049,-121.95191,2007-01-01,h09v04,1003.0,1202.0,0.8027,26.0,0b00011010,0b0,Continuous
WREF,45.82049,-121.95191,2008-01-01,h09v04,1003.0,1202.0,0.6938,33.0,0b00100001,0b0,Continuous
WREF,45.82049,-121.95191,2009-01-01,h09v04,1003.0,1202.0,0.7024,35.0,0b00100011,0b0,Continuous
WREF,45.82049,-121.95191,2010-01-01,h09v04,1003.0,1202.0,0.7948,42.0,0b00101010,0b0,Continuous
WREF,45.82049,-121.95191,2011-01-01,h09v04,1003.0,1202.0,0.7366,48.0,0b00110000,0b0,Continuous
WREF,45.82049,-121.95191,2012-01-01,h09v04,1003.0,1202.0,0.7744,37.0,0b00100101,0b0,Continuous
WREF,45.82049,-121.95191,2013-01-01,h09v04,1003.0,1202.0,0.8839,28.0,0b00011100,0b0,Continuous
WREF,45.82049,-121.95191,2014-01-01,h09v04,1003.0,1202.0,0.8904,39.0,0b00100111,0b0,Continuous
WREF,45.82049,-121.95191,2015-01-01,h09v04,1003.0,1202.0,0.8384,28.0,0b00011100,0b0,Continuous
WREF,45.82049,-121.95191,2016-01-01,h09v04,1003.0,1202.0,0.8527,51.0,0b00110011,0b0,Continuous
WREF,45.82049,-121.95191,2017-01-01,h09v04,1003.0,1202.0,0.7358,40.0,0b00101000,0b0,Continuous
WREF,45.82049,-121.95191,2018-01-01,h09v04,1003.0,1202.0,0.7763,37.0,0b00100101,0b0,Continuous
WREF,45.82049,-121.95191,2019-01-01,h09v04,1003.0,1202.0,0.8628,27.0,0b00011011,0b0,Continuous
WREF,45.82049,-121.95191,2020-01-01,h09v04,1003.0,1202.0,0.8217,28.0,0b00011100,0b0,Continuous
WREF,45.82049,-121.95191,2021-01-01,h09v04,1003.0,1202.0,0.7577,36.0,0b00100100,0b0,Continuous
WREF,45.82049,-121.95191,2022-01-01,h09v04,1003.0,1202.0,0.7126,40.0,0b00101000,0b0,Continuous
WREF,45.82049,-121.95191,2023-01-01,h09v04,1003.0,1202.0,0.7269,49.0,0b00110001,0b0,Continuous
YELL,44.95348,-110.53914,2003-01-01,h10v04,1211.0,425.0,0.2994,16.0,0b00010000,0b0,Continuous
YELL,44.95348,-110.53914,2004-01-01,h10v04,1211.0,425.0,0.3044,26.0,0b00011010,0b0,Continuous
YELL,44.95348,-110.53914,2005-01-01,h10v04,1211.0,425.0,0.3266,24.0,0b00011000,0b0,Continuous
YELL,44.95348,-110.53914,2006-01-01,h10v04,1211.0,425.0,0.3112,31.0,0b00011111,0b0,Continuous
YELL,44.95348,-110.53914,2007-01-01,h10v04,1211.0,425.0,0.2886,25.0,0b00011001,0b0,Continuous
YELL,44.95348,-110.53914,2008-01-01,h10v04,1211.0,425.0,0.3224,27.0,0b00011011,0b0,Continuous
YELL,44.95348,-110.53914,2009-01-01,h10v04,1211.0,425.0,0.2899,30.0,0b00011110,0b0,Continuous
YELL,44.95348,-110.53914,2010-01-01,h10v04,1211.0,425.0,0.2916,15.0,0b00001111,0b0,Continuous
YELL,44.95348,-110.53914,2011-01-01,h10v04,1211.0,425.0,0.3348,37.0,0b00100101,0b0,Continuous
YELL,44.95348,-110.53914,2012-01-01,h10v04,1211.0,425.0,0.3189,22.0,0b00010110,0b0,Continuous
YELL,44.95348,-110.53914,2013-01-01,h10v04,1211.0,425.0,0.3018,26.0,0b00011010,0b0,Continuous
YELL,44.95348,-110.53914,2014-01-01,h10v04,1211.0,425.0,0.3291,22.0,0b00010110,0b0,Continuous
YELL,44.95348,-110.53914,2015-01-01,h10v04,1211.0,425.0,0.3945,22.0,0b00010110,0b0,Continuous
YELL,44.95348,-110.53914,2016-01-01,h10v04,1211.0,425.0,0.3397,25.0,0b00011001,0b0,Continuous
YELL,44.95348,-110.53914,2017-01-01,h10v04,1211.0,425.0,0.3623,28.0,0b00011100,0b0,Continuous
YELL,44.95348,-110.53914,2018-01-01,h10v04,1211.0,425.0,0.375,23.0,0b00010111,0b0,Continuous
YELL,44.95348,-110.53914,2019-01-01,h10v04,1211.0,425.0,0.3205,30.0,0b00011110,0b0,Continuous
YELL,44.95348,-110.53914,2020-01-01,h10v04,1211.0,425.0,0.3385,24.0,0b00011000,0b0,Continuous
YELL,44.95348,-110.53914,2021-01-01,h10v04,1211.0,425.0,0.3143,23.0,0b00010111,0b0,Continuous
YELL,44.95348,-110.53914,2022-01-01,h10v04,1211.0,425.0,0.3693,31.0,0b00011111,0b0,Continuous
YELL,44.95348,-110.53914,2023-01-01,h10v04,1211.0,425.0,0.3741,14.0,0b00001110,0b0,Continuous
